"Gene"
"GPR128"
"GPATCH4"
"SDHALP1"
"LOC653110"
"ENO2"
"NLGN1"
"GAP43"
"PIGZ"
"ATL1"
"F2RL1"
"ZIC2"
"ZNF16"
"CAND2"
"GEN1"
"MAMDC2"
"C4orf22"
"GPER"
"CCDC3"
"KRT19"
"EMILIN2"
"FLJ41603"
"WDR69"
"KCTD12"
"LOC442597"
"SPG3A"
"ZFP64"
"LOC100128775"
"CPS1"
"TMEM117"
"LCTL"
"LOC647322"
"CPM"
"PRB2"
"PHKA1"
"ICA1"
"PLD5"
"ADHFE1"
"SAMD3"
"LYZ"
"PCDHB17"
"C1orf53"
"CPA4"
