"Gene"
"HEYL"
"PFKFB4"
"ARHGAP23"
"ENO2"
"CNTLN"
"ARHGAP19"
"C1orf41"
"MBOAT1"
"ST6GAL1"
"EMILIN2"
"LAMC2"
"CYP1A1"
"PRKCH"
"P2RY11"
"NR4A2"
"CDH3"
"MYH11"
"C10orf140"
"FER1L4"
"LIF"
"ST6GALNAC2"
"TLN2"
"USF2"
"SFN"
"NEFL"
"CPA4"
"FRMD4A"
"HEY2"
"BNIP3"
"IER3"
"EFNA1"
"SORBS1"
"CCL13"
"PELI1"
"LRRC17"
"TMEM45A"
"PDLIM3"
"CDKL1"
"LOC390557"
"SLC6A10P"
"KLK5"
"AK3L1"
"GEN1"
