"Gene"
"HEYL"
"PFKFB4"
"LOC650369"
"CPM"
"CYP1A1"
"ARHGAP23"
"TMEM2"
"GPATCH4"
"KRT6A"
"CCL13"
"SDHALP1"
"KRT6B"
"C3orf18"
"EFNA1"
"GPR128"
"ST6GAL1"
"LIF"
"CDH3"
"KLK5"
"PLCD3"
"ZNF331"
"ADAM23"
"C4orf31"
"CLPTM1"
"BNIP3"
"ADAM19"
"SMOC2"
"KRT17"
"MYH11"
"CRIP1"
"INPP5E"
"PELI1"
"USP36"
"SFN"
"ETHE1"
"ITGB3"
"RHOU"
"PLCD1"
"SLC2A5"
"NR4A2"
"SLC38A10"
"FBXW8"
"CAND2"
"ARHGAP19"
"SERPINB5"
"CDH1"
"IER3"
