"Gene"
"HEYL"
"ADAM23"
"TMEM2"
"ZNF585A"
"MYH11"
"PELI1"
"KRT6A"
"CDH1"
"FGF11"
"CPM"
"CDH3"
"LEPROT"
"SNX8"
"C1orf41"
"SDHALP1"
"SPARC"
"KCNE4"
"GPR128"
"APOBEC3C"
"CYP1A1"
"CRIP1"
"CYR61"
"LOC642197"
"FBXO46"
"CHES1"
"CCL13"
"LOC728969"
"TMEM45A"
"CENTA1"
"CYB5RL"
"KRT6B"
"IL6"
"C4orf31"
"KLK5"
"CAPG"
"NR4A2"
"SLC2A5"
"PGM5"
"PLXNA1"
"TBCD"
"C1orf94"
"KRT17"
"IER3"
"EFNA1"
"SLC45A3"
"SFN"
"TMEM126B"
"SCG2"
"NLGN1"
"TM9SF4"
"NAAA"
"CAND2"
"MYO5A"
"FILIP1"
"ETHE1"
"ST6GAL1"
"ARHGAP19"
"AGRN"
"CRISPLD2"
"KRT5"
"ATF4"
"LIF"
"CYP2U1"
"HEY2"
"LOC100129599"
"INPP5E"
"MANBA"
"LGALS7B"
"PRKCH"
"S100A13"
"KLHL24"
"ECM2"
"LOC100132356"
"HAS3"
"MAMDC2"
"ACN9"
"PDLIM3"
"THBS1"
"ARHGAP23"
"MYLK"
"PTPRE"
"C6orf115"
"CKLF"
"UBE2E3"
"HDHD1A"
"NUAK2"
"LTBP1"
"MRPL50"
"MXI1"
"OSBPL9"
"NCOA7"
"H2AFY2"
"BEX1"
"ANKRD37"
"ITPRIP"
"ARNT2"
"AGPAT9"
"PLCD1"
"SLC6A15"
"PMS2"
"LGALS3BP"
"LOC729839"
"PPM1H"
"COL3A1"
"BNIP3"
"SNORD36A"
"IL1A"
"PFKFB4"
"S100A8"
"LOC441150"
"SORBS1"
"ICAM1"
"LOC728855"
"TRNP1"
"PPP2R3A"
"LAMC2"
"CALD1"
"HCK"
"LOC100130932"
"ZNF609"
"UCRC"
"PFKFB3"
"LAD1"
"TOM1"
"ITGB3"
"C3orf18"
"PRSS3"
"SIVA1"
"GAA"
"PBX4"
"MGC39900"
"HK2"
"HBP1"
"NDRG1"
"KIAA1024"
"PLCD3"
"ARID5B"
"FSIP1"
"BMP1"
"EMILIN2"
"LAMP2"
"KRT80"
"NCAM1"
"NOTCH2NL"
"ZNF469"
"POP4"
"ITGAV"
"CPS1"
"CCL2"
"SDF2L1"
"LOC649679"
"STC2"
"HIF1A"
"ROPN1L"
"TMOD2"
"ZNF385D"
"IL1B"
"LOC729887"
"TMEM14B"
"TULP4"
"C20orf103"
"S100A9"
"LOC650369"
"LOC391169"
"XPR1"
"SNX25"
"IDUA"
"SIVA"
"HLA-DPA1"
"RNF112"
"LOC100134273"
"STAT4"
"MMP9"
"SLC41A1"
"EPAS1"
"FECH"
"SLC23A2"
"LOC645233"
"CD70"
"KLHDC9"
"C1orf198"
"ADAM19"
"BAIAP2"
"BPGM"
"TMEM189-UBE2V1"
"WDR34"
"ATL1"
"CALML3"
"RER1"
"CAST"
"ZIC2"
"TNIP1"
"FAM174A"
"LOC729255"
"C18orf56"
"SERPINB5"
"SLC29A3"
"GREM1"
"PLCXD1"
