"Gene"
"HEYL"
"ARHGAP23"
"PFKFB4"
"CYP1A1"
"CNTLN"
"UCN2"
"ST6GAL1"
"ATP6V1H"
"TMEM45A"
"PPAPDC1B"
"ST6GALNAC2"
"NEFL"
"TP53TG3"
"ENO2"
"ARHGAP19"
"AK3L1"
"PDK3"
"FER1L4"
"PGAM1"
"C1orf41"
"LIF"
"LAMC2"
"EMILIN2"
"LOC731007"
"PHKA1"
"NR4A2"
"SMOC2"
"NGFRAP1"
"BNIP3"
"LOC644774"
"LRRC17"
"COL7A1"
"MAFB"
"CNRIP1"
"ALDOA"
"F2RL1"
"SLC5A3"
"ADCK1"
"ACBD4"
"CENPV"
"EFNA1"
"MBOAT1"
"TCF21"
"GREM2"
"APH1A"
"FOLR1"
"LOC727929"
"FBLN2"
"TPI1"
"VPS25"
"RUNX3"
"CD36"
"EBF2"
"KISS1"
"PDLIM3"
"PRKCH"
"LCE3D"
"PGK1"
"ACOT4"
"SERINC2"
"SFN"
"USP21"
"IER3"
"CCL13"
"PBX3"
"C2orf32"
"MYH11"
"CDH3"
"DNAJC12"
"PLEKHG3"
"RAB12"
"VAMP8"
"SPRR2G"
"CYFIP2"
"SORBS1"
"SERPINB5"
"XAGE2B"
"LOC152742"
"KRT6B"
"DRD1IP"
"MRPS6"
"LOC728263"
"PDLIM4"
"SLPI"
"CCRN4L"
"LOC346887"
"SOST"
"KLK5"
"FLJ41603"
"LOC729264"
"DNAJB4"
"GALNT1"
"C10orf140"
"BEX1"
"CCDC74B"
"GGA3"
"SIK1"
"USF2"
"GEN1"
"FKBP4"
"PI3"
"C20orf103"
"CPA4"
"PPAP2C"
"PPM1H"
"CDKL1"
"C19orf33"
"MEST"
