"Gene"
"HEYL"
"MYH11"
"MBOAT1"
"CDH3"
"P2RY11"
"PRKCH"
"ENO2"
"CDH1"
"LYPD6"
"LAMC2"
"SFN"
"KIF5C"
"KLK5"
"ST6GAL1"
"EFNA1"
"CCL13"
"ST6GALNAC2"
"KRT6B"
"LRRC17"
"TLN2"
"SERPINB5"
"PFKFB4"
"KRT6A"
"ARHGAP19"
"GJC2"
"ABCA8"
"LGALS7B"
"PDLIM3"
"LAD1"
"LIF"
"C20orf103"
"ANKRD37"
"FER1L4"
"CACNA1H"
"BEX5"
"PGM5"
"HEY2"
"FGF11"
"C19orf33"
"PKNOX2"
"RUNX3"
"FRMD4A"
"MGP"
"PPT2"
"EBF2"
"VIPR1"
"KBTBD9"
"ABCB9"
"LRRC32"
"LGALS7"
"OSMR"
"ATF3"
"FLJ40504"
"DLX5"
"LOC399965"
"VAMP8"
"CATSPER1"
"RASGRP1"
"LOC152742"
"PELI1"
