"Gene"
"SRP14"
"GPATCH4"
"LOC729137"
"GAP43"
"TTC3"
"CMTM8"
"SIM2"
"PCDHB17"
"ANKDD1A"
"PRKAG2"
"KIAA1199"
"CHES1"
"LDHC"
"NDRG4"
"UHRF1BP1L"
"ROR1"
"ARNT2"
"STARD5"
"HDHD1A"
"PNMA2"
"CCDC74B"
"F2RL1"
"P2RY11"
"CCRK"
"SERP2"
"DTNBP1"
"LOC653885"
"WNT2"
"C2orf49"
"PET112L"
"SPARC"
"MAPKAP1"
"COL6A3"
"LOC648638"
"CERKL"
"RDBP"
"LOC401233"
"UBE2E3"
"LOC728758"
"TRAPPC9"
"AGTPBP1"
"PCDHB4"
"NIP7"
"KIDINS220"
"SLC46A3"
"TMEM45A"
"NFIX"
"RFX2"
"FST"
"XRRA1"
"HSP90AA1"
"CYP2U1"
"LAMA1"
"CDKN2A"
"NOTCH2NL"
"SHOX"
"TMTC3"
"TMTC1"
"WRB"
"FAM119B"
"LOC652755"
"UNKL"
"HAND1"
"DYRK3"
"GP6"
"ADRA2A"
"TAGLN3"
"PECR"
"C10orf47"
"CCDC74A"
"SCXA"
"KIF26B"
"U2AF1L2"
"LOC100128086"
"ICA1"
"ASL"
"PTPRM"
"PSMB9"
"ABCA2"
"KATNAL2"
"PHACTR3"
"ACP6"
"PRKCD"
"ZNF365"
"LOC153561"
"HOXA13"
"EMILIN2"
"C5orf13"
"SYT7"
"DDAH1"
"PSG6"
"DBC1"
"KRT19"
"ALDH7A1"
"LOC642477"
"SLC37A4"
"CDH18"
"NAT15"
"FSTL1"
"VANGL2"
"REXO1"
"MFF"
"PGM5"
"ITGAV"
"GATS"
"WBSCR16"
"HOXC9"
"BRI3P1"
"ELFN2"
"NUDT1"
"COL6A1"
"LOC144481"
"KCNJ6"
"ZNF296"
"DNASE1L1"
"KIAA0460"
"LOC100192378"
"RHOJ"
"MLKL"
"SFRP4"
"SRP9"
"C3orf58"
"ZNF469"
"CES2"
"LOC728787"
"PCGF2"
"LOC653110"
"ADAMTS1"
"TRIOBP"
"HAS2"
"LOC100129637"
"NRXN2"
"SPRY1"
"C1orf115"
"C17orf60"
"LOC400879"
"GALNTL4"
"C9orf37"
"DKK3"
"MUC1"
"MAPKAPK3"
"SLC14A1"
"MAN2B1"
"LRP5L"
"LOC731007"
"MAP1B"
"FBN2"
"PLSCR4"
"CRELD1"
"F2R"
"LOC644584"
"UPLP"
"HTRA1"
"NOS3"
"GRAMD3"
"SEMA5A"
"IGFBP2"
"TMEM132B"
"ARRDC4"
"IDUA"
"NCRNA00162"
"LRCH4"
"RPPH1"
"SS18"
"LOC645638"
"STOM"
"SPATA20"
"GRASP"
"TP53"
"INA"
"CTHRC1"
"MBNL1"
"ALX3"
"FOXK2"
"COL3A1"
"SPTAN1"
"TARBP2"
"ADAM12"
"TFAP2A"
"NCAM1"
"THOC3"
"LOC100132648"
"LOC729887"
"FLJ39632"
"LOC253039"
"UBL4B"
"APP"
"DSP"
"CARS2"
"PODXL2"
"TSHZ1"
"CADM1"
"PTPLB"
"ARHGAP24"
"C17orf82"
"MFAP5"
"LOC339535"
"C10orf136"
"SLC38A1"
"TM4SF20"
"LOC143543"
"FZD7"
"C18orf56"
"SULF2"
"ITGA4"
"THEM4"
"LMNA"
"CHPT1"
"RPS6KA2"
"MEG3"
"RASSF4"
"PGF"
"PSMB8"
"TRIB2"
"C9orf95"
"LOC645550"
"HOXC10"
"FGF13"
"C11orf87"
"GAL"
"ENOX1"
"PPP2R2B"
"ZNF334"
"PNPT1"
"PRDM16"
"RYBP"
"FILIP1"
"CHCHD10"
"FZD4"
"OSBPL10"
"TFPI"
"KDM5B"
"EFEMP1"
"TMEM201"
"PLEKHG1"
"TRDMT1"
"ALDH1L2"
"ECM2"
"SLC16A5"
"WDR79"
"PTPRG"
"CSRP2"
"S100A3"
"A2M"
"CALD1"
"PSG4"
"ELN"
"PLEK2"
"MGP"
"FLJ10916"
"PAX8"
"FAM133B"
"RICH2"
"CARS"
"CDK10"
"MIR1978"
"UGP2"
"IARS"
"LOC645378"
"COL1A1"
"GREM1"
"CECR1"
"EVI2B"
"GPR56"
"FAM125B"
"GSDMD"
"TRIM5"
"PLS3"
"LOC100129186"
"MYOM1"
"ABLIM1"
"EFCBP1"
"LOC650494"
"CATSPER1"
"PAPSS2"
"TOMM34"
"CCND2"
"CYorf14"
"TIMP4"
"COL6A2"
"SEPT11"
"LRP5"
"COQ3"
"LOC100129543"
"CALCOCO1"
"IPO8"
"VSTM2L"
"CD68"
"ID1"
"TSPYL2"
"CPZ"
"ARHGAP28"
"PDE1C"
"DOK5"
"PCDH18"
"C1orf210"
"SLC2A6"
"MN1"
"CALML4"
"LOC375295"
"LOC100134361"
"SNAP25"
"SLC1A5"
"RGN"
"VGLL3"
"CHN1"
"P76"
"MYOM2"
"SLC2A8"
"AK1"
"LOC646345"
"C20orf27"
"C22orf36"
"HOXA4"
"MDGA1"
"IL12A"
"ERCC6"
"ABTB1"
"CCDC136"
"PLAGL1"
"SMO"
"GBP1"
"LOC728448"
"GREM2"
"ITGB2"
"NBPF9"
"RGS7"
"COL5A2"
"LOC100131139"
"EYA2"
"SOX9"
"PDLIM3"
"ICK"
"HERPUD1"
"PDLIM1"
"MGC4677"
"RHBDF2"
"RPL14"
"PTGER1"
"DTNA"
"CCDC89"
"LOC100132771"
"RASSF2"
"PCDHB2"
"GLA"
"ITGB1BP1"
"LAMC1"
"DNAJB9"
"MRPL52"
"C21orf34"
"HLA-F"
"GALNT14"
"RAC2"
"LNPEP"
"FOXC2"
"BDKRB1"
"LPCAT2"
"F2RL2"
"SERPINB7"
"ITGA11"
"FKBP1A"
"BCAT1"
"SERPINA3"
"IVNS1ABP"
"FBXO33"
"SLC25A26"
"HINT3"
"BICC1"
"C5orf46"
"KIAA0672"
"GAA"
"EGFL6"
"TAF8"
"SNHG10"
